year	band	in_herit_analysis	in_18_19_exp	in_epp_analysis	exclude	unsamp_egg	soc_un	soc_box	soc_uby	laid_un	laid_box	laid_ub	lay_clutch	gen_dad_uby	soc_mal_x	soc_mal_y	gen_mal_x	gen_mal_y	dist_soc_gen	soc_ci	gen_ci	offset_soc_gen	sex	soc_mal_caught	type	both_parent_knwn	in_xfost_exp	raised_nest	soc_mom	gen_mom	soc_dad_raised	soc_dad_laid	gen_dad	d12_mass	d12_wing	d12_head	d12_bgluc	d12_sgluc	d12_dgluc	d15_acgluc	d12_lat	d12_time	d15_mass	d15_time	d12_base	d12_stress	d12_dex	d15_acth	note
2019	281128724	yes		yes		no	2	103	2_103_2019	2	68	2_68_2019	8	2_111_2019	381714	4706637	381774	4706623	62	129	125	-4		yes	EP	yes	yes	cross	272107786	272106822	272106664	263114244	259122557	24.5	50	26.2	186	216	220	234	75	813	16	633	11.673	20.985	4.712	47.98	
2019	281128767	yes		yes		no	2	9	2_9_2019	2	9	2_9_2019	5	2_9_2019	381946	4706574	381946	4706574	0	142	142	0		yes	WP	yes	yes	home	278171877	278171877	272106986	272106986	272106986	18	35	23.6	142	180	178	201	95	823	16	547	4.136	22.009	1.665	48.665	
2018	272106918	yes		yes		no	2	68	2_68_2018	2	22	2_22_2018	5	2_22_2018	381758	4706534	381758	4706534	0	131	131	0	M	yes	WP	yes	yes	cross	272106733	272106635	272106916	263113739	263113739	21.5	46	24.7					69	760	17.5	568	0.47	14.527	3.936	49.054	
2018	272106837	no		yes		no	2	34	2_34_2018	2	32	2_32_2018	6		381950	4706538				133			M	no	UNK	no	yes	cross	272107805	272107804	272107815	unk		18	42	23.2					98	830	16	545	6.288	3.046	3.293	49.494	
2019	278172272	yes		yes		no	2	101	2_101_2019	2	101	2_101_2019	6	Unknown	381869	4706663				131				yes	EP	yes	yes	home	278172147	278172147	278172199	278172199	272107256	18.5	54	24.7	179	180	133	210	65	778	15.5	541	8.225	63.144	17.485	49.538	
2019	278172275	yes		yes		no	2	101	2_101_2019	2	101	2_101_2019	6	Unknown	381869	4706663				131				yes	EP	yes	yes	home	278172147	278172147	278172199	278172199	272107256	16.5	48	24.5	190	181	155	190	90	778	15	541	16.61	34.668	8.441	49.61	
2018	272106948	no		yes		no	4	101	4_101_2018	4	101	4_101_2018	6		387684	4702053				136			F	yes	EP	no	yes	home	272107258	272107258	272107425	272107425		21.5	47	24.6					94	790	23.5	572	0.581			49.856	
2019	281128770	yes		yes		no	2	34	2_34_2019	2	99	2_99_2019	5	2_99_2019	381908	4706663	381908	4706663	0	144	144	0		yes	WP	yes	yes	cross	278172162	281128601	281128516	278171894	278171894	20.25	47	25.3	255	339	296	247	72	730	20	562	2.348	46.597	2.504	49.895	
2019	281128443	yes		yes		no	2	54	2_54_2019	2	9	2_9_2019	5	2_9_2019	381946	4706574	381946	4706574	0	142	142	0		yes	WP	yes	yes	cross	272106728	278171877	278171879	272106986	272106986	16.5	45	24.1	261	249	284	243	85	765	15	#VALUE!	10.39	8.329	2.289	50.304	
2019	281128764	no		yes		no	2	57	2_57_2019	2	31	2_31_2019	6		381932	4706537				142				yes	EP	no	yes	cross	156181153	272107361	278172282	278171892		15	36	24.1	188	232	224	289	135	740	14.5	547	5.78	8.633	3.852	51.086	no match
2019	281128723	yes		yes		no	2	103	2_103_2019	2	103	2_103_2019	6	2_103_2019	381832	4706663	381832	4706663	0	129	129	0		yes	WP	yes	yes	home	272107786	272107786	272106664	272106664	272106664	21	48	25.7	181	197	224	170	52	813	16.5	633	3.553	41.685	8.965	52.163	
2019	281128512	yes		yes		no	2	117	2_117_2019	2	117	2_117_2019	6	2_117_2019	381887	4706624	381887	4706624	0	138	138	0		yes	WP	yes	yes	home	278171875	278171875	281128726	281128726	281128726	15	34	23.4	181	206	208	218	64	797	14.75	584	4.473	8.645	5.305	53.061	
2019	278171889	no		yes		no	2	109	2_109_2019	2	19	2_19_2019	5		381757	4706573				133				no	EP	no	yes	cross	278172149	272107284	272106847	unk		17	53	25.3	184	191	157	157	110	851	15	593	16.041	71.441	7.036	53.381	no match
2019	281128442	yes		yes		no	2	54	2_54_2019	2	9	2_9_2019	5	2_9_2019	381946	4706574	381946	4706574	0	142	142	0		yes	WP	yes	yes	cross	272106728	278171877	278171879	272106986	272106986	13		21	258	262	293	282	78	765	13.25	544	3.622	3.098	4.118	54.932	
2019	281128511	yes		yes		no	2	117	2_117_2019	2	82	2_82_2019	6	2_82_2019	381934	4706686	381934	4706686	0	138	138	0		yes	WP	yes	yes	cross	278171875	278171873	281128726	272106974	272106974	13	27	21.8	151	194	207	182	45	797	12	584	5.29	19.309	5.047	56.067	
2018	272106854	yes		yes		no	2	102	2_102_2018	2	102	2_102_2018	6	2_102_2018	381850	4706663	381850	4706663	0	136	136	0	M	yes	WP	yes	yes	home	272107811	272107811	272106915	272106915	272106915	19	42	25.4					76	751	20.2	575	0.47	2.34	2.567	56.451	
2018	272107295	yes		yes		no	4	71	4_71_2018	4	71	4_71_2018	5	4_71_2018	387642	4702298	387642	4702298	0	141	141	0	M	yes	WP	yes	yes	home	272107779	272107779	272107693	272107693	272107693	22	53	25.1					88	721	17.5	647	0.832	7.743	5.734	57.177	
2018	272107289	no		yes		no	2	18	2_18_2018	2	18	2_18_2018	6		381778	4706573				133			M	yes	EP	no	yes	home	272106817	272106817	272107800	272107800		20	49	27.2					145	792	19.4	547	4.026	67.284	3.145	57.212	
2019	278171888	no		yes		no	2	109	2_109_2019	2	118	2_118_2019	5		381906	4706623				133				yes	UNK	no	yes	cross	278172149	unk	272106847	unk		17.5	51	25.5	178	112	188	280	72	851	14.75	593	52.297	103.731	4.585	57.261	"Must be from 2.118, but that female abandoned before first capture so don't have any records. Also not a perfect match for any male even without removing female alleles though several are at 8/9."
2019	281128763	no		yes		no	2	57	2_57_2019	2	25	2_25_2019	5		381817	4706535				142				no	UNK	no	yes	cross	156181153	278172159	278172282	unk		14.5	33	24.2	198	203	199	256	128	740	14.5	547	3.554	13.723	3.254	57.272	no match
2018	272107594	yes		yes		no	4	63	4_63_2018	4	63	4_63_2018	6	4_63_2018	387744	4701963	387744	4701963	0	133	133	0	F	yes	WP	yes	yes	home	272107764	272107764	263114147	263114147	263114147	14	24	21.9					183	841	18	603	1.453	17.498		58.13	
2019	281128441	yes		yes		no	2	54	2_54_2019	2	54	2_54_2019	6	2_54_2019	381852	4706494	381852	4706494	0	141	141	0		yes	WP	yes	yes	home	272106728	MysteryA	278171879	278171879	278171879	16.5	45	24.1	278	290	281	245	53	765	15	544	1.721	19.616	3.193	58.928	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong sample or something??
2019	278171890	yes		yes		no	2	109	2_109_2019	2	109	2_109_2019	5	2_109_2019	381738	4706622	381738	4706622	0	133	133	0		yes	WP	yes	yes	home	278172149	278172149	272106847	272106847	272106847	18	53.5	25.9	159	164	196	222	112	851	13.5	593	25.999	24.86	4.792	59.031	
2018	272107293	yes		yes		no	4	71	4_71_2018	4	71	4_71_2018	5	4_72_2018	387642	4702298	387635	4702341	44	141	133	-8	M	yes	EP	yes	yes	home	272107779	272107779	272107693	272107693	239159375	20	45	24.3					137	721	16.25	647	2.796	34.616	17.065	64.857	
2018	272107593	no		yes		no	4	63	4_63_2018	4	62	4_62_2018	6		387754	4701925				133			M	no	UNK	no	yes	cross	272107764	272107219	263114147	unk		21	43	24.1					89	841	18.75	603	1.301	18.279	4.227	66.449	
2018	272106964	yes		yes		no	2	42	2_42_2018	2	42	2_42_2018	5	2_42_2018	382078	4706498	382078	4706498	0	139	139	0	M	yes	WP	yes	yes	home	272107698	272107698	272106914	272106914	272106914	20.4	61	25.9					78	750	18.5	547	3.017	11.929	1.811	67.071	
2019	281128440	yes		yes		no	2	54	2_54_2019	2	54	2_54_2019	6	2_54_2019	381852	4706494	381852	4706494	0	141	141	0		yes	WP	yes	yes	home	272106728	MysteryA	278171879	278171879	278171879	15	46	23.7	258	254	237	159	52	765	11.5	544	1.168	13.203	3.11	75.127	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong sample or something??
2018	272107284	yes		yes		no	2	18	2_18_2018	2	14	2_14_2018	5	Unknown	381851	4706573				133			F	yes	WP	yes	yes	cross	272106817	272106905	272107800	272107762	272107762	18	59	26.2					170	792	20.1	547	1.226	11.728	20.132	76.795	
2018	272106850	yes		yes		no	2	38	2_38_2018	2	38	2_38_2018	5	2_8_2018	382062	4706539	381964	4706575	104	133	132	-1	M	yes	EP	yes	yes	home	272107806	272107806	232173070	232173070	272107789	22	48	24.8					129	871	19.5	547	3.296	13.371	4.639	77.324	
2019	281128758	no		yes		no	2	105	2_105_2019	2	107	2_107_2019	7		381755	4706661				140				yes	EP	no	yes	cross	278172158	278171876	281128742	263114244		11.5	36	23.9	180	183	161	205	93	742	17	547	9.015	20.016	2.277	79.719	no match
2018	272107283	yes		yes		no	2	27	2_27_2018	2	27	2_27_2018	6	2_12_2018	381855	4706536	381888	4706574	50	134	132	-2	F	no	UNK	yes	yes	home	272107297	272107297	unk	unk	272107816	14.75	25	21.5					82	747	19.4	598	2.338	4.016		80.736	
2018	272107845	no		yes		no	2	37	2_37_2018	2	37	2_37_2018	5		382042	4706538				142			F	yes	EP	no	yes	home	272106795	272106795	272106957	272106957		19	52	25						755	18.5	549		48.422		103.574	
2018	272107597	no		yes		no	4	63	4_63_2018	4	62	4_62_2018	6		387754	4701925				133			M	no	UNK	no	yes	cross	272107764	272107219	263114147	unk		20.5	37	24.2					96	841	18.5	603	0.749	22.984	10.836	117.747	
2018	272107591	yes		yes		no	4	63	4_63_2018	4	63	4_63_2018	6	4_61_2018	387744	4701963	387770	4701886	81	133	132	-1	F	yes	EP	yes	yes	home	272107764	272107764	263114147	263114147	259122329	21	46	24.4					104	841	20.75	603	1.287	5.755	11.386	121.655	
2018	156181138	yes		yes		no	2	21	2_21_2018	2	51	2_51_2018	5	2_21_2018	381909	4706495	381736	4706534	177	132	132	0	F	yes	EP	yes	yes	cross	88004754	272107801	272107530	272107689	272107530	19	46	23.7					160	811			4.683	32.097	2.068		
2018	156181139	yes		yes		no	2	21	2_21_2018	2	51	2_51_2018	5	2_51_2018	381909	4706495	381909	4706495	0	132	132	0	F	yes	WP	yes	yes	cross	88004754	272107801	272107530	272107689	272107689	15	40	24.9						811				38.78	7.114		
2018	156181140	no		yes		no	2	21	2_21_2018	2	21	2_21_2018	6		381736	4706534				132			F	yes	EP	no	yes	home	88004754	88004754	272107530	272107530		13.75	35	23.3					133	811			24.522	55.027	4.201		
2018	156181141	no		yes		no	2	114	2_114_2018	2	103	2_103_2018	6		381832	4706663				133			F	yes	EP	no	yes	cross	272107217	272106908	unk	272106664		12	26	21.8					144	870	10.5	632	0.47	0.47	1.235		
2018	156181145	yes		yes		no	1	12	1_12_2018	1	12	1_12_2018	6	1_32_2018	379652	4706662	379572	4706724	101	138	132	-6	M	yes	EP	yes	yes	home	272107794	272107794	272107345	272107345	88004790	8	31	22.5					96	767			26.938	20.313			
2018	221707455	yes		yes		no	2	117	2_117_2018	2	77	2_77_2018	6	2_77_2018	381835	4706685	381835	4706685	0	137	137	0	M	yes	WP	yes	yes	cross	272106913	272107786	263114341	272107788	272107788																
2018	272007818	yes		yes		no	1	356	1_356_2018	1	356	1_356_2018	5	1_356_2018	379646	4706999	379646	4706999	0	129	129	0	M	yes	WP	yes	yes	home	272107018	Mystery	272107325	272107325	272107325																"Female sampled doesn't match nestlings, but is the same female for the whole nest. Use for paternity of male but can't match to female phenotype."
2017	272106623	no		yes		no	1	70	1_70_2017	1	70	1_70_2017	5	1_70_2017	379512	4706995	379512	4706995	0	132	132	0		yes	WP	yes	no	home	272106603	272106603	185746899	185746899	185746899	19	53	25.8					57	787							
2017	272106624	no		yes		no	1	70	1_70_2017	1	70	1_70_2017	5	1_70_2017	379512	4706995	379512	4706995	0	132	132	0		yes	WP	yes	no	home	272106603	272106603	185746899	185746899	185746899	17	49	25.5					90	787							
2017	272106625	no		yes		no	1	70	1_70_2017	1	70	1_70_2017	5	1_70_2017	379512	4706995	379512	4706995	0	132	132	0		yes	WP	yes	no	home	272106603	272106603	185746899	185746899	185746899	17	56	26.8					72	787							
2017	272106626	no		yes		no	1	70	1_70_2017	1	70	1_70_2017	5		379512	4706995				132				yes	EP	no	no	home	272106603	272106603	185746899	185746899		19	54	27.1					167	787							
2017	272106632	no		yes		no	1	89	1_89_2017	1	89	1_89_2017	5	1_89_2017	379515	4706885	379515	4706885	0	134	134	0		yes	WP	yes	no	home	272107019	272107019	88004777	88004777	88004777	22.5	51	26					48	764							
2017	272106633	no		yes		no	1	89	1_89_2017	1	89	1_89_2017	5	1_89_2017	379515	4706885	379515	4706885	0	134	134	0		yes	WP	yes	no	home	272107019	272107019	88004777	88004777	88004777	19	47	25.6					48	764							
2017	272106634	no		yes		no	1	89	1_89_2017	1	89	1_89_2017	5	1_89_2017	379515	4706885	379515	4706885	0	134	134	0		yes	WP	yes	no	home	272107019	272107019	88004777	88004777	88004777	21.5	53	25.8					86	764							
2017	272106635	no		yes		no	1	89	1_89_2017	1	89	1_89_2017	5	1_89_2017	379515	4706885	379515	4706885	0	134	134	0		yes	WP	yes	no	home	272107019	272107019	88004777	88004777	88004777	22	55	26.4					118	764							
2017	272106636	no		yes		no	1	89	1_89_2017	1	89	1_89_2017	5	1_89_2017	379515	4706885	379515	4706885	0	134	134	0		yes	WP	yes	no	home	272107019	272107019	88004777	88004777	88004777	22.5	56	25.1					180	764							
2017	272106637	no		yes		no	1	26	1_26_2017	1	26	1_26_2017	5		379607	4706788				135				no	UNK	no	no	home	239159871	239159871				21.5	45	26					68	811							
2017	272106638	no		yes		no	1	26	1_26_2017	1	26	1_26_2017	5		379607	4706788				135				no	UNK	no	no	home	239159871	239159871				21.5	52	25.8					69	811							
2017	272106639	no		yes		no	1	26	1_26_2017	1	26	1_26_2017	5		379607	4706788				135				no	UNK	no	no	home	239159871	239159871				22.5	54	26					112	811							
2017	272106640	no		yes		no	1	26	1_26_2017	1	26	1_26_2017	5		379607	4706788				135				no	UNK	no	no	home	239159871	239159871				23	51	24.9					243	811							
2017	272106641	no		yes		no	1	103	1_103_2017	1	103	1_103_2017	5	1_87_2017	379519	4706839	379531	4706877	40	135	143	8		yes	EP	yes	no	home	262125490	262125490	262125449	262125449	88004790	22.5	60	26.4					115	736							
2017	272106642	no		yes		no	1	103	1_103_2017	1	103	1_103_2017	5	1_87_2017	379519	4706839	379531	4706877	40	135	143	8		yes	EP	yes	no	home	262125490	262125490	262125449	262125449	88004790	21	59	24.5					81	736							
2017	272106643	no		yes		no	1	103	1_103_2017	1	103	1_103_2017	5	1_87_2017	379519	4706839	379531	4706877	40	135	143	8		yes	EP	yes	no	home	262125490	262125490	262125449	262125449	88004790	21	57	25.4					61	736							
2017	272106644	no		yes		no	1	103	1_103_2017	1	103	1_103_2017	5	1_87_2017	379519	4706839	379531	4706877	40	135	143	8		yes	EP	yes	no	home	262125490	262125490	262125449	262125449	88004790	20	61	25.6					230	736							
2017	272106645	no		yes		no	1	103	1_103_2017	1	103	1_103_2017	5	1_103_2017	379519	4706839	379519	4706839	0	135	135	0		yes	WP	yes	no	home	262125490	262125490	262125449	262125449	262125449	17	64	24.2					153	736							
2017	272106646	no		yes		no	1	60	1_60_2017	1	60	1_60_2017	6	1_77_2017	379582	4706932	379431	4706907	153	134	144	10		no	UNK	yes	no	home	272106702	272106702			232146967	14	37	23.1					55	779							
2017	272106647	no		yes		no	1	60	1_60_2017	1	60	1_60_2017	6		379582	4706932				134				no	UNK	no	no	home	272106702	272106702				14	34	22.3					55	779							
2017	272106648	no		yes		no	1	60	1_60_2017	1	60	1_60_2017	6		379582	4706932				134				no	UNK	no	no	home	272106702	272106702				10	28	23.2					85	779							
2017	272106649	no		yes		no	1	60	1_60_2017	1	60	1_60_2017	6		379582	4706932				134				no	UNK	no	no	home	272106702	272106702				12	32.5	22.9					175	779							
2017	272106650	no		yes		no	1	62	1_62_2017	1	62	1_62_2017	5	1_62_2017	379545	4706959	379545	4706959	0	134	134	0		yes	WP	yes	no	home	272106703	272106703	88004779	88004779	88004779	22	51	26.1					84	797							
2017	272106651	no		yes		no	1	62	1_62_2017	1	62	1_62_2017	5		379545	4706959				134				yes	EP	no	no	home	272106703	272106703	88004779	88004779		22	60.5	26.2					68	797							
2017	272106652	no		yes		no	1	62	1_62_2017	1	62	1_62_2017	5	1_62_2017	379545	4706959	379545	4706959	0	134	134	0		yes	WP	yes	no	home	272106703	272106703	88004779	88004779	88004779	22	64	26.3					193	797							
2017	272106653	no		yes		no	1	62	1_62_2017	1	62	1_62_2017	5		379545	4706959				134				yes	EP	no	no	home	272106703	272106703	88004779	88004779		23	55	25.6					150	797							
2017	272106662	no		yes		no	1	38	1_38_2017	1	38	1_38_2017	5		379554	4706678				135				no	UNK	no	no	home	272106705	272106705				19.5	50	25.5					77	757							
2017	272106663	no		yes		no	1	38	1_38_2017	1	38	1_38_2017	5	1_131_2017	379554	4706678	379509	4706705	52	135	143	8		no	UNK	yes	no	home	272106705	272106705			272106765	21.5	54	26.2					150	757							
2017	272106664	no		yes		no	1	38	1_38_2017	1	38	1_38_2017	5		379554	4706678				135				no	UNK	no	no	home	272106705	272106705				20	50	25.6					90	757							
2017	272106665	no		yes		no	1	34	1_34_2017	1	34	1_34_2017	6	1_34_2017	379592	4706701	379592	4706701	0	136	136	0		yes	WP	yes	no	home	232146988	232146988	272107531	272107531	272107531	18.5	53	25.1					51	720							
2017	272106666	no		yes		no	1	34	1_34_2017	1	34	1_34_2017	6		379592	4706701				136				yes	EP	no	no	home	232146988	232146988	272107531	272107531		18.5	52	25.4					78	720							
2017	272106667	no		yes		no	1	34	1_34_2017	1	34	1_34_2017	6	1_34_2017	379592	4706701	379592	4706701	0	136	136	0		yes	WP	yes	no	home	232146988	232146988	272107531	272107531	272107531	16	48.5	24.2					78	720							
2017	272106668	no		yes		no	1	34	1_34_2017	1	34	1_34_2017	6	1_34_2017	379592	4706701	379592	4706701	0	136	136	0		yes	WP	yes	no	home	232146988	232146988	272107531	272107531	272107531	13.5	40	24					224	720							
2017	272106669	no		yes		no	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954				136				no	UNK	no	no	home	272107750	272107750				15	50	25.1					77	735							
2017	272106670	no		yes		no	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954				136				no	UNK	no	no	home	272107750	272107750				20	59	25.4					88	735							
2017	272106671	no		yes		no	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954				136				no	UNK	no	no	home	272107750	272107750				21	60	25.4					115	735							
2017	272106672	no		yes		no	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954				136				no	UNK	no	no	home	272107750	272107750				19	53	23.9					196	735							
2017	272106673	no		yes		no	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954				136				no	UNK	no	no	home	272107750	272107750				19	54	24.7					173	735							
2017	272106674	no		yes		no	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954				136				no	UNK	no	no	home	272107750	272107750				15	54	24.9					163	735							
2017	272106675	no		yes		no	1	80	1_80_2017	1	80	1_80_2017	5		379500	4706912				138				yes	EP	no	no	home	232146953	232146953	262125966	262125966		18	49	25.5					150	780							
2017	272106676	no		yes		no	1	80	1_80_2017	1	80	1_80_2017	5	1_80_2017	379500	4706912	379500	4706912	0	138	138	0		yes	WP	yes	no	home	232146953	232146953	262125966	262125966	262125966	18.5	50	25.1					86	780							
2017	272106677	no		yes		no	1	80	1_80_2017	1	80	1_80_2017	5	1_80_2017	379500	4706912	379500	4706912	0	138	138	0		yes	WP	yes	no	home	232146953	232146953	262125966	262125966	262125966	16.5	51	25.1					93	780							
2017	272106678	no		yes		no	1	80	1_80_2017	1	80	1_80_2017	5	1_80_2017	379500	4706912	379500	4706912	0	138	138	0		yes	WP	yes	no	home	232146953	232146953	262125966	262125966	262125966	17	44	25.5					93	780							
2017	272106679	no		yes		no	1	83	1_83_2017	1	83	1_83_2017	6	1_83_2017	379567	4706919	379567	4706919	0	136	136	0		yes	WP	yes	no	home	272107604	272107604	272106617	272106617	272106617	14	42	24.7					110	737							
2017	272106680	no		yes		no	1	83	1_83_2017	1	83	1_83_2017	6	1_83_2017	379567	4706919	379567	4706919	0	136	136	0		yes	WP	yes	no	home	272107604	272107604	272106617	272106617	272106617	17	44	23.6					90	737							
2017	272106681	no		yes		no	1	83	1_83_2017	1	83	1_83_2017	6	1_83_2017	379567	4706919	379567	4706919	0	136	136	0		yes	WP	yes	no	home	272107604	272107604	272106617	272106617	272106617	17	40	21.9					180	737							
2017	272106682	no		yes		no	1	92	1_92_2017	1	92	1_92_2017	5	1_92_2017	379460	4706874	379460	4706874	0	138	138	0		yes	WP	yes	no	home	272107748	272107748	272107634	272107634	272107634	17	58	25.1					86	795							
2017	272106683	no		yes		no	1	92	1_92_2017	1	92	1_92_2017	5	1_92_2017	379460	4706874	379460	4706874	0	138	138	0		yes	WP	yes	no	home	272107748	272107748	272107634	272107634	272107634	20	57	24.9					57	795							
2017	272106684	no		yes		no	1	92	1_92_2017	1	92	1_92_2017	5	1_92_2017	379460	4706874	379460	4706874	0	138	138	0		yes	WP	yes	no	home	272107748	272107748	272107634	272107634	272107634	22.5	59	24.3					66	795							
2017	272106685	no		yes		no	1	92	1_92_2017	1	92	1_92_2017	5	1_92_2017	379460	4706874	379460	4706874	0	138	138	0		yes	WP	yes	no	home	272107748	272107748	272107634	272107634	272107634	19	47	24					135	795							
2017	272106715	no		yes		no	2	27	2_27_2017	2	27	2_27_2017	5		381855	4706536				140				yes	EP	no	no	home	240150355	240150355	262125852	262125852		11	27	22.3					121	738							
2017	272106716	no		yes		no	2	27	2_27_2017	2	27	2_27_2017	5		381855	4706536				140				yes	EP	no	no	home	240150355	240150355	262125852	262125852		8	19	22.1					140	738							
2017	272106718	no		yes		no	2	117	2_117_2017	2	117	2_117_2017	6	2_117_2017	381887	4706624	381887	4706624	0	130	130	0		yes	WP	yes	no	home	263114002	263114002	263114341	263114341	263114341	23.5	46	25.5					50	821							
2017	272106719	no		yes		no	2	117	2_117_2017	2	117	2_117_2017	6		381887	4706624				130				yes	EP	no	no	home	263114002	263114002	263114341	263114341		22	43	25					142	821							
2017	272106720	no		yes		no	2	117	2_117_2017	2	117	2_117_2017	6		381887	4706624				130				yes	EP	no	no	home	263114002	263114002	263114341	263114341		18.5	38	24.1					320	821							
2017	272106721	no		yes		no	2	117	2_117_2017	2	117	2_117_2017	6	2_121_2017	381887	4706624	381962	4706625	75	130	137	7		yes	EP	yes	no	home	263114002	263114002	263114341	263114341	262126051	22.5	48	25					420	821							
2017	272106722	no		yes		no	2	117	2_117_2017	2	117	2_117_2017	6		381887	4706624				130				yes	EP	no	no	home	263114002	263114002	263114341	263114341		23	49	25.6					84	821							
2017	272106723	no		yes		no	2	117	2_117_2017	2	117	2_117_2017	6		381887	4706624				130				yes	EP	no	no	home	263114002	263114002	263114341	263114341		20.5	43	24.5					110	821							
2017	272106724	no		yes		no	2	77	2_77_2017	2	77	2_77_2017	6	2_117_2017	381835	4706685	381887	4706624	80	131	130	-1		yes	EP	yes	no	home	263113714	263113714	185146882	185146882	263114341	23	51	24.1					74	874							
2017	272106725	no		yes		no	2	77	2_77_2017	2	77	2_77_2017	6	Unknown	381835	4706685				131				yes	WP	yes	no	home	263113714	263113714	185146882	185146882	185146882	21	49	25.5					107	874							
2017	272106726	no		yes		no	2	77	2_77_2017	2	77	2_77_2017	6	Unknown	381835	4706685				131				yes	WP	yes	no	home	263113714	263113714	185146882	185146882	185146882	21	53	24.9					115	874							
2017	272106727	no		yes		no	2	77	2_77_2017	2	77	2_77_2017	6		381835	4706685				131				yes	EP	no	no	home	263113714	263113714	185146882	185146882		20.5	47	24.8					195	874							
2017	272106728	no		yes		no	2	77	2_77_2017	2	77	2_77_2017	6	Unknown	381835	4706685				131				yes	WP	yes	no	home	263113714	263113714	185146882	185146882	185146882	20	53.5	25.4					425	874							
2017	272106730	no		yes		no	2	100	2_100_2017	2	100	2_100_2017	5	2_100_2017	381886	4706663	381886	4706663	0	133	133	0		yes	WP	yes	no	home	272106604	272106604	272107416	272107416	272107416	20	53.5	24.9					45	762							
2017	272106731	no		yes		no	2	100	2_100_2017	2	100	2_100_2017	5	2_100_2017	381886	4706663	381886	4706663	0	133	133	0		yes	WP	yes	no	home	272106604	272106604	272107416	272107416	272107416	19	45	25.2					65	762							
2017	272106732	no		yes		no	2	100	2_100_2017	2	100	2_100_2017	5	2_100_2017	381886	4706663	381886	4706663	0	133	133	0		yes	WP	yes	no	home	272106604	272106604	272107416	272107416	272107416	24.5	56	25.2					135	762							
2017	272106733	no		yes		no	2	100	2_100_2017	2	100	2_100_2017	5	2_100_2017	381886	4706663	381886	4706663	0	133	133	0		yes	WP	yes	no	home	272106604	272106604	272107416	272107416	272107416	20	51	26.2					153	762							
2017	272106734	no		yes		no	2	100	2_100_2017	2	100	2_100_2017	5	2_100_2017	381886	4706663	381886	4706663	0	133	133	0		yes	WP	yes	no	home	272106604	272106604	272107416	272107416	272107416	23.5	51	27					157	762							
2017	272106735	no		yes		no	1	85	1_85_2017	1	85	1_85_2017	6		379561	4706889				132				yes	EP	no	no	home	239159842	239159842	272107529	272107529		20.5	53	26					40	814							
2017	272106736	no		yes		no	1	85	1_85_2017	1	85	1_85_2017	6	1_85_2017	379561	4706889	379561	4706889	0	132	132	0		yes	WP	yes	no	home	239159842	239159842	272107529	272107529	272107529	22.5	53	26.3					45	814							
2017	272106737	no		yes		no	1	85	1_85_2017	1	85	1_85_2017	6	1_85_2017	379561	4706889	379561	4706889	0	132	132	0		yes	WP	yes	no	home	239159842	239159842	272107529	272107529	272107529	20.5	53	25.4					70	814							
2017	272106738	no		yes		no	1	85	1_85_2017	1	85	1_85_2017	6	1_85_2017	379561	4706889	379561	4706889	0	132	132	0		yes	WP	yes	no	home	239159842	239159842	272107529	272107529	272107529	21	48	25.1					80	814							
2017	272106739	no		yes		no	1	14	1_14_2017	1	14	1_14_2017	5	1_11_2017	379613	4706660	379670	4706666	57	132	138	6		yes	EP	yes	no	home	272107623	272107623	263113911	263113911	272107078	18.5	50	26					53	829							
2017	272106740	no		yes		no	1	14	1_14_2017	1	14	1_14_2017	5	1_14_2017	379613	4706660	379613	4706660	0	132	132	0		yes	WP	yes	no	home	272107623	272107623	263113911	263113911	263113911	22.5	50	25.8					53	829							
2017	272106741	no		yes		no	1	14	1_14_2017	1	14	1_14_2017	5	1_14_2017	379613	4706660	379613	4706660	0	132	132	0		yes	WP	yes	no	home	272107623	272107623	263113911	263113911	263113911	23.5	47	26.5					100	829							
2017	272106742	no		yes		no	1	14	1_14_2017	1	14	1_14_2017	5	1_11_2017	379613	4706660	379670	4706666	57	132	138	6		yes	EP	yes	no	home	272107623	272107623	263113911	263113911	272107078	22.5	49	24.9					134	829							
2017	272106743	no		yes		no	1	14	1_14_2017	1	14	1_14_2017	5	1_14_2017	379613	4706660	379613	4706660	0	132	132	0		yes	WP	yes	no	home	272107623	272107623	263113911	263113911	263113911	21.5	52	26.4					165	829							
2017	272106744	no		yes		no	2	105	2_105_2017	2	105	2_105_2017	6		381794	4706662				133				yes	EP	no	no	home	272107743	272107743	272107760	272107760		16	35	24.8					50	739							
2017	272106745	no		yes		no	2	105	2_105_2017	2	105	2_105_2017	6		381794	4706662				133				yes	EP	no	no	home	272107743	272107743	272107760	272107760		15.5	40	22.8					59	739							
2017	272106746	no		yes		no	2	105	2_105_2017	2	105	2_105_2017	6	2_105_2017	381794	4706662	381794	4706662	0	133	133	0		yes	WP	yes	no	home	272107743	272107743	272107760	272107760	272107760	14	40.5	22.8					121	739							
